time,x_c,x_c_dot,gamma,gamma_dot
5.135135135135135087e+00,4.569112686811289237e+00,1.000295734431665418e+00,-4.000302713233777228e-04,-4.487767275568660050e-04
5.165165165165165106e+00,4.599151329880335481e+00,1.000277867668746268e+00,-4.116315726978495688e-04,-3.248068740369952525e-04
5.195195195195195126e+00,4.629189438200806528e+00,1.000260125166039682e+00,-4.196880780856163530e-04,-2.123278137398609778e-04
5.225225225225225145e+00,4.659227015567626751e+00,1.000242547230604906e+00,-4.245030503537199030e-04,-1.095390365305649188e-04
5.255255255255255165e+00,4.689264068299183741e+00,1.000225194125819117e+00,-4.263636259629747290e-04,-1.540153660796143848e-05
5.285285285285285184e+00,4.719300604929708598e+00,1.000208146892700656e+00,-4.255398656383995088e-04,7.034812525768738539e-05
5.315315315315315203e+00,4.749336636122361455e+00,1.000191487219400654e+00,-4.222893380495644240e-04,1.477321531191100031e-04
5.345345345345345223e+00,4.779372173675365154e+00,1.000175370865321378e+00,-4.168377502447316628e-04,2.146206588808958083e-04
5.375375375375375242e+00,4.809407232865282822e+00,1.000159763662701762e+00,-4.094465545804958344e-04,2.736423219476979323e-04
5.405405405405405261e+00,4.839441830433667491e+00,1.000144621565028924e+00,-4.003663653488401383e-04,3.274868937202017279e-04
5.435435435435435281e+00,4.869475982597622377e+00,1.000130069702704461e+00,-3.897907308350855309e-04,3.742339399045171923e-04
5.465465465465465300e+00,4.899509707091899813e+00,1.000116173513275308e+00,-3.779150025130007017e-04,4.133459419225293070e-04
5.495495495495495319e+00,4.929543023198458052e+00,1.000102915751456045e+00,-3.649422929870133297e-04,4.462792996174022326e-04
5.525525525525525339e+00,4.959575950946063294e+00,1.000090259278138882e+00,-3.510674295213532634e-04,4.748528844607897634e-04
5.555555555555555358e+00,4.989608509522215130e+00,1.000078291235590555e+00,-3.364400257250955268e-04,4.974889504426274105e-04
5.585585585585585378e+00,5.019640719410604746e+00,1.000066990288669411e+00,-3.212246403329971291e-04,5.153079351368798286e-04
5.615615615615615397e+00,5.049672601142053630e+00,1.000056339145655837e+00,-3.055721106582134352e-04,5.291966691066140888e-04
5.645645645645645416e+00,5.079704174407847717e+00,1.000046401586267564e+00,-2.896000686053290377e-04,5.378042776788731841e-04
5.675675675675675436e+00,5.109735459081002240e+00,1.000037206967937076e+00,-2.734230540988103527e-04,5.405708722954645756e-04
5.705705705705705455e+00,5.139766476264223449e+00,1.000028633260533484e+00,-2.571830408117378535e-04,5.407944433417516969e-04
5.735735735735735474e+00,5.169797245484232029e+00,1.000020682607132283e+00,-2.409789499292257025e-04,5.384358729604570449e-04
5.765765765765765494e+00,5.199827785607662456e+00,1.000013380019456832e+00,-2.248931958318486923e-04,5.327758378373851711e-04
5.795795795795795513e+00,5.229858114913573885e+00,1.000006758776520899e+00,-2.089959315987473503e-04,5.228047481743167482e-04
5.825825825825825532e+00,5.259888252402570075e+00,1.000000721224498790e+00,-1.933813810784344982e-04,5.108696641253170816e-04
5.855855855855855552e+00,5.289918216511735771e+00,9.999951639889815835e-01,-1.781361166630998790e-04,4.994084418483056781e-04
5.885885885885885571e+00,5.319948023231466649e+00,9.999901647881944688e-01,-1.632914870087644849e-04,4.860731317310662742e-04
5.915915915915915591e+00,5.349977688724762537e+00,9.999857128040879894e-01,-1.488935385064431446e-04,4.707855149890401137e-04
5.945945945945945610e+00,5.380007228749536630e+00,9.999817645015360856e-01,-1.349891618450796470e-04,4.542842429113083669e-04
5.975975975975975629e+00,5.410036658510895435e+00,9.999782564849299948e-01,-1.216232931746332087e-04,4.377947429013346638e-04
6.006006006006005649e+00,5.440065991385504063e+00,9.999752335573784956e-01,-1.088064538947687229e-04,4.196870617998242322e-04
6.036036036036035668e+00,5.470095240106580547e+00,9.999727274751673001e-01,-9.654645558926479374e-05,3.986507840385803835e-04
6.066066066066065687e+00,5.500124418453831154e+00,9.999705849730941010e-01,-8.489315073442993105e-05,3.781957473941306952e-04
6.096096096096095707e+00,5.530153538022030801e+00,9.999687960957353017e-01,-7.385438697151177473e-05,3.580731641563401446e-04
6.126126126126125726e+00,5.560182609536525433e+00,9.999673611920378846e-01,-6.343069956959416936e-05,3.377568674385778187e-04
6.156156156156155745e+00,5.590211642421466287e+00,9.999663357645307560e-01,-5.360420643823238419e-05,3.152746493387318088e-04
6.186186186186185765e+00,5.620240647637226417e+00,9.999655436641048389e-01,-4.441285798709417374e-05,2.947095334160789804e-04
6.216216216216215784e+00,5.650269633269967784e+00,9.999650266846732416e-01,-3.583511071186359811e-05,2.744493926173672887e-04
6.246246246246245803e+00,5.680298607131427424e+00,9.999647824827551101e-01,-2.785777631446942880e-05,2.540412160428697267e-04
6.276276276276275823e+00,5.710327576945209316e+00,9.999647478473899787e-01,-2.048069530030041183e-05,2.346310033830025475e-04
6.306306306306305842e+00,5.740356549453510482e+00,9.999648918139215636e-01,-1.369311638671166540e-05,2.165317834486320367e-04
6.336336336336335862e+00,5.770385530125013318e+00,9.999652478928336974e-01,-7.465728853044305644e-06,1.983830446686590723e-04
6.366366366366365881e+00,5.800414524428815888e+00,9.999657873920800855e-01,-1.783579275852122825e-06,1.804641152901480326e-04
6.396396396396395900e+00,5.830443537383308339e+00,9.999664680424001917e-01,3.366156195853515372e-06,1.634244458702331627e-04
6.426426426426426808e+00,5.860472573269043473e+00,9.999672660508373001e-01,8.002153191476870595e-06,1.474468910546958462e-04
6.456456456456456827e+00,5.890501635476539377e+00,9.999681945067182554e-01,1.215342667317997593e-05,1.317675569722414133e-04
6.486486486486486847e+00,5.920530726808858724e+00,9.999692756390345938e-01,1.585195797803799604e-05,1.154018876608763912e-04
6.516516516516516866e+00,5.950559850720695820e+00,9.999704179733370779e-01,1.910086078471325975e-05,1.003567251629947289e-04
6.546546546546546885e+00,5.980589009574561743e+00,9.999715964242117394e-01,2.192054360804064511e-05,8.692271361735049307e-05
6.576576576576576905e+00,6.010618204818273469e+00,9.999728372407359345e-01,2.434465667992654066e-05,7.406817073923851254e-05
6.606606606606606924e+00,6.040647437676483378e+00,9.999741507085280201e-01,2.640260769502409546e-05,6.119858521082063179e-05
6.636636636636636943e+00,6.070676709583963770e+00,9.999754900285849901e-01,2.810883179750620146e-05,4.923165565837671603e-05
